OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1904520,04092110494,WALNUT CREEK ELEMENTARY CAFETERIA,2600 SUNNYBROOK RD ,,RALEIGH,NC,27610,(919) 857-9500 ext. 20634,2011/06/01 04:00:00+00,Public School Lunchrooms,13213,-78.58817108,35.74509714,M
1904521,04092021575,THE CRESCENT,8003 REGENCY PKY ,,CARY,NC,27518,(919) 450-8310,2009/07/15 04:00:00+00,Food Stand,13219,-78.79540806,35.72902722,M
1904522,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015/03/30 04:00:00+00,Restaurant,13225,-78.88929435,35.84836238,M
1904523,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017/03/23 04:00:00+00,Restaurant,13097,-78.67658819,35.8395892,M
1904524,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 04:00:00+00,Food Stand,13226,-78.69147726,35.99120973,M
1904525,04092018452,The Addison of Fuquay-Varina Dining,6516 Johnson Pond Rd,,FUQUAY VARINA,NC,27526,(919) 439-2538,2020/09/29 04:00:00+00,Restaurant,13236,-78.7583113,35.60633165,M
1904526,04092021415,BJ's Membership Club #177 Deli/Meat Market,6301 Triangle Plantation DR ,,RALEIGH,NC,27616,(919) 278-1000,2006/10/25 04:00:00+00,Food Stand,13250,-78.58237548,35.87315637,M
1904527,04092015545,Jimmy John's #1026,2904-106 Wake Forest  RD ,,RALEIGH,NC,27609,(919) 836-0404,2009/12/16 05:00:00+00,Restaurant,13152,-78.62368801,35.82026697,M
1904528,04092018470,SISTER LIU'S KITCHEN,3524 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 949-4233,2020/10/23 04:00:00+00,Restaurant,13256,-78.84576194,35.81812076,M
1904529,04092018048,Sheetz #664,6030 Village Park DR ,,KNIGHTDALE,NC,27545,(919) 295-4217,2019/02/04 05:00:00+00,Restaurant,13259,-78.50003382,35.79758228,M
1904530,04092016114,Chick-Fil-A at North Hills,4154-114 Main at N Hills Street,,RALEIGH,NC,27609,(919) 510-0100 ext. 0,2012/03/07 05:00:00+00,Restaurant,13201,-78.64285669,35.83704421,M
1904531,04092017821,"Hwy. 55 Burgers, Shakes & Fries #185",8450 Louisburg RD ,Suite 110,RALEIGH,NC,27616,(919) 373-8807,2018/04/06 04:00:00+00,Restaurant,13264,-78.50930992,35.89359383,M
1904532,04092025350,Wegmans #108 Meat & Deli,1200 Wake Town DR ,,RALEIGH,NC,27609,(984) 960-5600,2020/10/29 04:00:00+00,Food Stand,13204,0,0,U
1904533,04092017839,Alpaca Peruvian Charcoal Chicken,8211-107 Brier Creek PKY ,,RALEIGH,NC,27615,(919) 278-7724,2018/04/16 04:00:00+00,Restaurant,13216,-78.78492872,35.90933401,M
1904534,04092017851,Buffalo Brothers,1289 Kildaire Farm RD ,Suite 3443,CARY,NC,27511,(919) 561-5933,2018/05/01 04:00:00+00,Restaurant,13285,-78.78213078,35.7627377,M
1904535,04092030362,Buff-O-Lina (WCID #635),717 Madison AVE ,,CARY,NC,27513,(919) 649-7765,2018/05/11 04:00:00+00,Mobile Food Units,13287,-78.79755066,35.78973319,M
1904536,04092017738,Humming Bird,1053-111 E Whitaker Mill RD ,,RALEIGH,NC,27604,(919) 301-8900,2017/11/14 05:00:00+00,Restaurant,13283,-78.62113053,35.80730491,M
1904537,04092016025,COMFORT INN BREAKFAST,1411 E WILLIAMS ST ,,APEX,NC,27539,(919) 387-4600,2011/10/20 04:00:00+00,Restaurant,13297,-78.83826445,35.71228616,M
1904538,04092021409,Costco Wholesale #645 Meat Department ,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 04:00:00+00,Food Stand,13299,-78.62231539,35.81825512,M
1904539,04092018445,Vida Dulce Ice Cream Shop,1018 SHOPPES AT MIDWAY DR,Suite E,KNIGHTDALE,NC,27545,(919) 295-4190,2020/07/09 04:00:00+00,Restaurant,13305,-78.50727783,35.79843154,M
1904540,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 896-800,2018/03/20 04:00:00+00,Food Stand,13306,-78.72548207,35.8967595,M
1904541,04092017913,Hummus Cafe,962-B Airport BLVD ,,Morrisville,NC,27560,(919) 650-1601,2018/07/19 04:00:00+00,Restaurant,13304,-78.82129441,35.85834068,M
1904542,04092017001,NI ASIAN KITCHEN,8817 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 916-5106,2015/07/28 04:00:00+00,Restaurant,13313,-78.65461142,35.89932701,M
1904543,04092025356,Campus Mart & Deli,2604 HILLSBOROUGH ST,Suite 101,RALEIGH,NC,27607-7281,(919) 322-1884,2021/04/16 04:00:00+00,Food Stand,13316,-78.6701207,35.78854261,M
1904544,04092014511,New Japan Express,225 Shenstone BLVD,,GARNER,NC,27529,(919) 771-0708,2006/02/17 05:00:00+00,Restaurant,13320,-78.58054205,35.69110315,M
1904545,04092018713,Bali Hai,120 Morrisville Square WAY ,,MORRISVILLE,NC,27560,(919) 608-5491,2021/09/20 04:00:00+00,Restaurant,13324,-78.82897679,35.81951783,M
1904546,04092022032,The Poolside Grill,275 CONVENTION DR ,,CARY,NC,27511,(919) 459-4045,2017/09/11 04:00:00+00,Food Stand,13326,-78.75428542,35.77648545,M
1904547,04092018356,Hyatt Place North Raleigh-Midtown Food Service,1105 Navaho DR ,,RALEIGH,NC,27609,(919) 877-9997,2020/04/27 04:00:00+00,Restaurant,13335,-78.62150293,35.82885298,M
1904548,04092018428,Perry's Steakhouse,4509 CREEDMOOR RD,,RALEIGH,NC,27612,(919) 827-4158,2020/09/01 04:00:00+00,Restaurant,13337,-78.68316791,35.84275901,M
1904549,04092018355,Little Caesars #2002-12,4610 CAPITAL BLVD,,RALEIGH,NC,27604,(919) 877-8600,2020/04/24 04:00:00+00,Restaurant,13343,-78.57926249,35.84833828,M
1904550,04092016029,HIBACHI K EXPRESS,4001 WIDE WATERS SUITE B PKY ,,KNIGHTDALE,NC,27545,(919) 217-8875,2011/10/27 04:00:00+00,Restaurant,13329,-78.50602234,35.79592218,M
1904551,04092017000,THE GARDEN GRILLE & BAR BY HILTON,3912 ARROW DR ,,RALEIGH,NC,27612,(919) 703-2525,2015/07/28 04:00:00+00,Restaurant,13345,-78.67330427,35.83540649,M
1904552,04092030355,Jolly's Catering and Events (WCID #593),302 Winding Brook DR ,,GARNER,NC,27529,(919) 815-6594,2018/01/31 05:00:00+00,Mobile Food Units,13348,-78.60168666,35.67934976,M
1904553,04092025250,Bul Box @ T Co,500 E Davie ST ,St. 131,RALEIGH,NC,27601,,2019/03/22 04:00:00+00,Food Stand,13351,-78.63206132,35.77487463,M
1904554,04092018226,The Opening Bell,7033 LOUIS STEPHENS DR,,MORRISVILLE,NC,27560,,2019/11/12 05:00:00+00,Restaurant,13357,-78.8872285,35.86296634,M
1904555,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 04:00:00+00,Meat Market,13371,-78.70556784,35.82545067,M
1904556,04092018415,Wake County Detention Center - Summit Food Service,3301 Hammond Rd,,RALEIGH,NC,27603,(919) 225-7385,2020/08/10 04:00:00+00,Restaurant,13404,-78.63888755,35.73379172,M
1904557,04092025329,Refuel 108,7220 Six Forks RD ,,RALEIGH,NC,27615,(919) 847-2606,2020/11/17 05:00:00+00,Food Stand,13407,-78.64508835,35.87865432,M
1904558,04092017649,JUICE VIBES,1369 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 337-8923,2017/07/07 04:00:00+00,Restaurant,13409,-78.78193974,35.75976658,M
1904559,04092018301,Memo's Pizza,1877 E Gannon AVE ,Suite 105,ZEBULON,NC,27597,(919) 646-0064,2019/12/31 05:00:00+00,Restaurant,13403,-78.35434331,35.82174682,M
1904560,04092015971,TACOS Y MARISCOS VALLARTA,3177 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-2696,2011/06/02 04:00:00+00,Restaurant,13412,-78.58860865,35.82363261,M
1904561,04092016710,Waffle House #2052,2320 Dixie Forest Road,,RALEIGH,NC,27615,(919) 862-1905,2014/07/03 04:00:00+00,Restaurant,13415,-78.60008588,35.8628339,M
1904562,04092015210,Moe's Southwest Grill #205,168 SHENSTONE BLVD ,,GARNER,NC,27529,(919) 779-0311,2008/07/21 04:00:00+00,Restaurant,13416,-78.58054205,35.69110315,M
1904563,04092018433,Wing It On,2526 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7266,(919) 890-5845,2020/09/02 04:00:00+00,Restaurant,13429,-78.6692269,35.78835156,M
1904564,04092018372,Vieni Ristobar,242 S MAIN ST,112,HOLLY SPRINGS,NC,27540-6052,(984) 225-1134,2020/06/05 04:00:00+00,Restaurant,13430,-78.83395027,35.64920445,M
1904565,04092021949,Circle K#2723100,6317 CREEDMOOR RD ,,RALEIGH,NC,27612-6709,(919) 870-1108,2016/03/16 04:00:00+00,Food Stand,13434,-78.68016239,35.87266067,M
1904566,04092025324,Red Radish,1015 Davis Dr,,APEX,NC,27523,(919) 757-1055,2020/10/06 04:00:00+00,Food Stand,13445,-78.84889231,35.7538731,M
1904567,04092016831,STATE OF BEER,401 HILLSBOROUGH ST,,RALEIGH,NC,27603,(919) 546-9116,2014/12/12 05:00:00+00,Restaurant,13452,-78.64534793,35.78016949,M
1904568,04092016246,STARBUCKS #8214,6176 FALLS OF NEUSE RD ,#100,RALEIGH,NC,27609,(919) 873-9615,2012/08/23 04:00:00+00,Restaurant,13479,-78.62017998,35.86657041,M
1904569,04092018188,DUNKIN' DONUTS #350706,10030 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 481-4477,2019/09/27 04:00:00+00,Restaurant,13481,-78.90107787,35.82060358,M
1904570,04092018388,Taqueria y Restaurante El Primo,744 E CHATHAM ST,"A &amp; B",CARY,NC,27511,(919) 347-0086,2020/06/24 04:00:00+00,Restaurant,13482,-78.76691591,35.79077863,M
1904571,04092021625,Hnugry Howie's #613, 6701-101 GLENWOOD  AVE ,,RALEIGH,NC,27612,(919) 782-3434,2010/08/24 04:00:00+00,Food Stand,13473,-78.70985634,35.86102134,M
1904572,04092110529,Carl Sandburg Cafeteria,3351 Carl Sandburg CT ,,RALEIGH,NC,27610,(919) 694-7707,2018/09/25 04:00:00+00,Public School Lunchrooms,13484,-78.58069284,35.78102302,M
1904573,04092025240,Bad Cat Coffee Company  @ MSFH,411 W Morgan ST ,Ste. K1,RALEIGH,NC,27603,,2019/02/12 05:00:00+00,Food Stand,13501,-78.6456917,35.77945516,M
1904574,04092030306,DADDY BOB'S (WCID #559),10125 DIVISION DR ,,RALEIGH,NC,27603,(336) 337-9546,2016/05/15 04:00:00+00,Mobile Food Units,13507,-78.7114342,35.63398295,M
1904575,04092015718,NEW WHITE OAK GRILL & LOUNGE,7901 WHITE OAK  RD ,,GARNER,NC,27529,(919) 779-0710,2010/09/30 04:00:00+00,Restaurant,13508,-78.57506068,35.6721705,M
1904576,04092017643,Texas Roadhouse #594,201 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 577-1900,2017/07/13 04:00:00+00,Restaurant,13513,-78.8461589,35.66375444,M
1904577,04092014279,McLean's Ole Time Cafe,418 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-0125,2005/03/21 04:00:00+00,Restaurant,13528,-78.32326241,35.82235183,M
1904578,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 569-2888,2010/04/22 04:00:00+00,Restaurant,13537,-78.77695631,35.91424375,M
1904579,04092014790,Starbucks #10158,1904-101 NW Maynard RD ,,CARY,NC,27513,(919) 481-9124,2007/02/02 05:00:00+00,Restaurant,13512,-78.79592213,35.79878903,M
1904580,04092018202,BREEZE THRU #30005,5016 Commons Hill DR ,,CARY,NC,27519,(919) 462-8316,2019/10/16 04:00:00+00,Restaurant,13538,-78.87216538,35.80199412,M
1904581,04092014368,Firehouse Subs,1047 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 367-0111,2005/08/15 04:00:00+00,Restaurant,13542,-78.87238568,35.74374477,M
1904582,04092012896,CITY CLUB RALEIGH,150 Fayetteville St,Suite 2800,RALEIGH,NC,27601,(919) 834-8829,1999/03/04 05:00:00+00,Restaurant,13545,-78.63970962,35.77872217,M
1904583,04092012901,Links Grille At Lochmere,2511 KILDAIRE FARM RD,,CARY,NC,27511-9611,(919) 851-0611,1999/03/29 04:00:00+00,Restaurant,13546,-78.76802116,35.72297677,M
1904584,04092016558,DAVE AND BUSTERS,1105 WALNUT ST ,STE E101,CARY,NC,27520,(919) 535-6800,2013/11/04 05:00:00+00,Restaurant,13554,-78.76025493,35.77377018,T
1904585,04092021496,Harris Teeter #298 Deli/Bakery,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007/12/13 05:00:00+00,Food Stand,13555,-78.90107787,35.82060358,M
1904586,04092017547,POTBELLY SANDWICH SHOP,9662 CHAPEL HILL RD ,SUITE 120,MORRISVILLE,NC,27560,(919) 377-1058,2017/03/09 05:00:00+00,Restaurant,13556,-78.81492453,35.8087175,M
1904587,04092016270,DOHERTY'S IRISH PUB & RESTAURANT,1979 HIGH HOUSE RD ,,CARY,NC,27519,(919) 388-9930,2012/10/01 04:00:00+00,Restaurant,13566,-78.84865444,35.78921622,M
1904588,04092018653,Petra Grill,6091 Capital BLVD ,,RALEIGH,NC,27616,(984) 200-2009,2021/06/14 04:00:00+00,Restaurant,13567,-78.58309511,35.86882022,M
1904589,04092017809,PEDALER WINE AND BEER,5910 DURALEIGH RD ,STE 141,RALEIGH,NC,27612,(984) 222-3218,2018/03/29 04:00:00+00,Restaurant,13571,-78.7119967,35.8587201,M
1904590,04092021808,AUNTIE ANNE'S PRETZELS NC#101,4325 GLENWOOD AVE ,STE 2102,RALEIGH,NC,27612,(919) 781-9946,2014/08/08 04:00:00+00,Food Stand,13573,-78.68184484,35.84183815,T
1904591,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 04:00:00+00,Mobile Food Units,13578,-78.63363931,35.80442156,M
1904592,04092110485,LACY ELEMENTARY CAFETERIA,2001 LAKE BOONE  TRL ,,RALEIGH,NC,27607,(919) 881-4920 ext. 23387,2009/08/14 04:00:00+00,Public School Lunchrooms,13584,-78.68073671,35.81422342,M
1904593,04092016843,FOUNTAIN DINING HALL,2520 SULLIVAN  DR ,,RALEIGH,NC,27695,(919) 515-3963,2014/12/18 05:00:00+00,Restaurant,13593,-78.67872874,35.78448278,M
1904594,04092017531,MAR-Y-SOL,4020 CAPITAL BLVD ,SUITE 108,RALEIGH,NC,27604,(919) 431-0505,2017/03/06 05:00:00+00,Restaurant,13594,-78.57967846,35.83550619,M
1904595,04092018473,Subway 3152,4003 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 876-2266,2020/10/29 04:00:00+00,Restaurant,13613,-78.61511172,35.8362139,M
1904596,04092018707,Poke Bar,909 SPRING FOREST RD,Suite 114,RALEIGH,NC,27609,(919) 896-6256,2021/09/21 04:00:00+00,Restaurant,13616,-78.62312587,35.86765935,M
1904597,04092025332,Javy's Deleite @TKA,2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 291-1030,2020/11/17 05:00:00+00,Food Stand,13621,-78.63902655,35.752054,M
1904598,04092016480,PDQ SEARSTONE ,9025 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-0060,2013/08/05 04:00:00+00,Restaurant,13622,-78.84585761,35.79134911,M
1904599,04092018173,Weaver Street Market,404 W HARGETT ST,,RALEIGH,NC,27603-1806,(919) 429-7800,2019/09/15 04:00:00+00,Restaurant,13627,-78.64555484,35.77872095,M
1904600,04092017710,Los Magueyes,325 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 552-6272,2017/10/19 04:00:00+00,Restaurant,13632,-78.83516548,35.65627673,M
1904601,04092018391,El Amigo Mexican Restaurant,404 W Chatham ST ,,CARY,NC,27511,(919) 317-0016,2020/06/26 04:00:00+00,Restaurant,13635,-78.78845716,35.78703957,M
1904602,04092011206,Education Bldg. Snack Bar,301 N Wilmington St,,RALEIGH,NC,27601-1058,(919) 733-3329,1993/01/20 05:00:00+00,Restaurant,13661,-78.63881833,35.78561791,M
1904603,04092021334,Whole Foods Market Seafood Market,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-1589,2005/06/27 04:00:00+00,Food Stand,13667,-78.68558086,35.80212022,M
1904604,04092015619,RAINBOW KING,12520 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-8888,2010/04/26 04:00:00+00,Restaurant,13668,-78.53270438,35.98593613,M
1904605,04092014361,Circle K #6329,2400 Spring Forest Rd,,RALEIGH,NC,27609,(919) 875-0618,2005/08/04 04:00:00+00,Restaurant,13670,-78.60021918,35.86067748,M
1904606,04092030490,Khalovera Street Tacos (WCID #780),2201 S WILMINGTON ST ,"1612 S Miami Blvd, Durham, NC 27703",RALEIGH,NC,27603-2559,(919) 903-4811,2020/08/06 04:00:00+00,Mobile Food Units,13675,-78.63902655,35.752054,M
1904607,04092012890,High Park Bar and Grill,625 E WHITAKER MILL RD,,RALEIGH,NC,27608-2635,(919) 833-4527,1999/03/17 04:00:00+00,Restaurant,13693,-78.63053647,35.8074913,M
1904608,04092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419,1999/09/28 04:00:00+00,Food Stand,13696,-78.38095557,35.81489293,M
1904609,04092017949,AMC Park Place 16,9525 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 481-6888,2018/09/07 04:00:00+00,Restaurant,13707,-78.80910949,35.80411461,M
1904610,04092021657,WHOLE FOODS #10338 SPECIALTY,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,13723,-78.65023656,35.89889154,M
1904611,04092018189,DUNKIN' DONUTS BASKIN ROBBINS #344346,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2019/09/27 04:00:00+00,Restaurant,13733,-78.84694048,35.81804247,M
1904612,04092017830,DUNKIN DONUTS 344467,800 PERRY RD ,,APEX,NC,27502,(919) 303-5800,2018/04/25 04:00:00+00,Restaurant,13748,-78.84460695,35.7208474,M
1904613,04092110158,Barwell Road Elem. Sch. Cafeteria,3925 Barwell RD ,,RALEIGH,NC,27610,(919) 661-5405 ext. 20754,2006/07/06 04:00:00+00,Public School Lunchrooms,13754,-78.55086101,35.73215106,M
1904614,04092018726,Gym Tacos and Tequila Bar,1540  Dunn RD ,Suite 150,RALEIGH,NC,27614,(919) 322-2120,2021/10/21 04:00:00+00,Restaurant,13755,-78.58619433,35.92539994,M
1904615,04092018152,JOLIE,620 N PERSON ST,,RALEIGH,NC,27604,(919) 803-7221,2019/08/13 04:00:00+00,Restaurant,13757,-78.6340625,35.78882326,M
1904616,04092017449,THAIPHOON BISTRO,"301 S GLENWOOD AVE, STE. 190",,RALEIGH,NC,27603,(919) 720-4034,2016/11/02 04:00:00+00,Restaurant,13713,-78.64745567,35.78419088,M
1904617,04092017656,DAVID'S DUMPLING & NOODLE BAR,1900 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 239-4536,2017/08/02 04:00:00+00,Restaurant,13759,-78.66158695,35.78598651,M
1904618,04092110493,Wake Forest High School Cafeteria,420  STADIUM  DR ,,WAKE FOREST ,NC,27587,(919) 554-8461,2010/07/30 04:00:00+00,Public School Lunchrooms,13761,-78.51629765,35.98569699,M
1904619,04092018564,Wendy's #9393,1020 Timber DR E ,,GARNER,NC,27529,(919) 457-9999,2021/03/24 04:00:00+00,Restaurant,13774,-78.58031768,35.68908356,M
1904620,04092018708,America's Best Wings,3901 CAPITAL BLVD,Suite 117,RALEIGH,NC,27604-3487,(919) 747-9440,2021/09/21 04:00:00+00,Restaurant,13776,-78.58517624,35.83498992,M
1904621,04092016357,TAZIKI'S,302 COLONADES  WAY ,Ste 201,CARY,NC,27518,(919) 415-0447,2013/01/28 05:00:00+00,Restaurant,13779,-78.77756307,35.73853619,M
1904622,04092014375,Hong Kong #1 Chinese Restaurant,2720 NC HWY 55 ,,CARY,NC,27519,(919) 363-2828,2005/09/02 04:00:00+00,Restaurant,13715,-78.87112496,35.7849366,M
1904623,04092011568,Boston Market,1397 KILDAIRE FARM RD ,,CARY,NC,27511-5525,(919) 319-3818,1994/10/06 04:00:00+00,Restaurant,13787,-78.78269904,35.75842047,M
1904624,04092025202,Makus Empanadas @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,,2018/08/02 04:00:00+00,Food Stand,13797,-78.6456917,35.77945516,M
1904625,04092025331,Hubbs Kitchen,1129 CORPORATION PKWY,,RALEIGH,NC,27610,(919) 238-6387,2020/12/14 05:00:00+00,Food Stand,13801,-78.56954783,35.79505367,M
1904626,04092020916,Papa John's #619,5260 Capital Blv,,RALEIGH,NC,27616-3232,(919) 872-7575,2000/01/14 05:00:00+00,Food Stand,13808,-78.580183,35.85814638,M
1904627,04092016717,Red Lobster #0598,1805 WALNUT ST ,,CARY,NC,27511,(919) 851-6806,2014/07/28 04:00:00+00,Restaurant,13816,-78.74320159,35.76109735,M
1904628,04092016876,LIFE CAFE,8715 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 582-7000,2015/02/27 05:00:00+00,Restaurant,13814,-78.61205856,35.89621575,M
1904629,04092016640,JASMIN BISTRO,1109 LEDSOME LN ,,CARY,NC,27511,(919) 469-1112,2014/02/28 05:00:00+00,Restaurant,13825,-78.74766614,35.76296438,M
1904630,04092017668,WILD WING CAFE #119,7900 Brier Creek PKY,,RALEIGH,NC,27617,(919) 957-2000,2017/08/22 04:00:00+00,Restaurant,13829,-78.78114795,35.9142133,M
1904631,04092017731,CRABTREE ALE HOUSE,4325 GLENWOOD AVE ,STE 1040,RALEIGH,NC,27617,(919) 803-3026,2017/11/17 05:00:00+00,Restaurant,13835,-78.68184484,35.84183815,T
1904632,04092017889,Jimmy John's #3665,724 N Judd PKY ,,FUQUAY-VARINA,NC,27526,(919) 567-0954,2018/07/23 04:00:00+00,Restaurant,13822,-78.8065072,35.60098301,T
1904633,04092018381,Wegmans #139 Main Kitchen/Sushi/Burger Bar/Skullery/Finished Product Cooler,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/06/10 04:00:00+00,Restaurant,13843,-78.85023067,35.82831621,M
1904634,04092030216,TAQUERIA EL CALENTANO (WCID #623),201 Rush ST ,Fri. Sat. Sun. ,RALEIGH,NC,27604,(919) 232-7628,2010/01/19 05:00:00+00,Mobile Food Units,13840,-78.64054258,35.74268157,M
1904635,04092014416,The Village Deli,1849 S Main ST ,,WAKE FOREST,NC,27587,(919) 453-1250,2005/10/31 04:00:00+00,Restaurant,13846,-78.52626448,35.95102854,M
1904636,04092018555,Lorraine's Coffee House,101 TIMBER POINTE LN,,GARNER,NC,27529,(919) 714-7990,2021/03/10 05:00:00+00,Restaurant,13856,-78.63579484,35.69379154,M
1904637,04092014443,Dominic's NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005/12/02 05:00:00+00,Restaurant,13848,-78.57019405,35.86437434,M
1904638,04092018410,MOD Pizza - Millbrook Rd,2071  W Millbrook Rd,,RALEIGH,NC,27612,(919) 987-3668,2020/07/27 04:00:00+00,Restaurant,13858,-78.67971393,35.85737248,M
1904639,04092014908,Cisco Systems Building 10 Stillwater Cafe,7200-10 Kit Creek RD ,,RTP,NC,27709,(919) 699-9574 ext. 6109,2007/07/06 04:00:00+00,Restaurant,13862,0,0,U
1904640,04092018507,Spices Hut,10210 GREEN LEVEL CHURCH RD,,CARY,NC,27519,(919) 377-2226,2020/12/19 05:00:00+00,Restaurant,13863,-78.90165372,35.82321633,M
1904641,04092030508,Tacos El Primo (WCID #800),105 NOTTINGHAM DR,,CARY,NC,27511-4914,(919) 656-7641,2020/12/09 05:00:00+00,Mobile Food Units,13869,-78.74148078,35.76748337,M
1904642,04092110106,West Cary Middle Sch.Cafeteria,1000 EVANS RD ,,CARY,NC,27513-3111,(919) 460-3528 ext. 21344,1996/08/23 04:00:00+00,Public School Lunchrooms,13872,-78.79252834,35.80255288,M
1904643,04092018342,The Dominican Restaurant,"3601 Capital BLVD, Ste 107",Ste 107,RALEIGH,NC,27604,(919) 977-0029,2020/04/08 04:00:00+00,Restaurant,13882,-78.58592881,35.82958159,M
1904644,04092018344,Marco's Pizza #8407,325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020/04/08 04:00:00+00,Restaurant,13884,-78.90087215,35.82521309,M
1904645,04092021344,Lowes Foods #224 Deli,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 04:00:00+00,Food Stand,13888,-78.78577668,35.91011447,M
1904646,04092018586,Wegmans #145 Coffee Subs Pizza,11051 Ligon Mill RD ,,WAKE FOREST,NC,27587,(919) 575-3800,2021/03/23 04:00:00+00,Restaurant,13899,-78.53356587,35.96409572,M
1904647,04092017624,DOMINO'S #8855,135 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4219,2017/06/16 04:00:00+00,Restaurant,13910,-78.63753225,35.77583605,M
1904648,04092015456,QDOBA MEXICAN GRILL #612,210A HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4690,2009/08/27 04:00:00+00,Restaurant,13912,-78.51046763,35.79690512,M
1904649,04092017601,WINGATE BY WYNDHAM,6115 CORPORATE RIDGE RD ,,RALEIGH,NC,27607,(919) 809-8660,2017/05/03 04:00:00+00,Restaurant,13915,-78.74356042,35.78961442,M
1904650,04092025157,Speedway #6975,1741 Trawick RD ,,RALEIGH,NC,27604,(919) 231-2202,2017/11/29 05:00:00+00,Food Stand,13916,-78.57834285,35.80135514,M
1904651,04092160072, THE OAKS AT MAYVIEW KITCHEN,513 E WHITAKER MILL RD ,,RALEIGH,NC,27608,(919) 828-4348,2009/10/01 04:00:00+00,Institutional Food Service,13921,-78.63296274,35.80745278,M
1904652,04092018231,Cha House,3001 HILLSBOROUGH ST,Suite 108,RALEIGH,NC,27607,(919) 594-1980,2019/11/15 05:00:00+00,Restaurant,13923,-78.67702669,35.78909106,M
1904653,04092018442,Subway,1478 Garner Station  Blvd,,RALEIGH,NC,27603,(919) 772-2000,2020/09/10 04:00:00+00,Restaurant,13925,-78.65475896,35.72582345,M
1904654,04092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010/01/29 05:00:00+00,Restaurant,13927,-78.83406158,35.65096874,M
1904655,04092025326,Mad Mac's @TKA,2201 S Wilmington  ST ,,RALEIGH,NC,27603,(704) 516-4334,2020/10/20 04:00:00+00,Food Stand,13936,-78.63902655,35.752054,M
1904656,04092016912,Cappolla's Pizza & Grill,2462 Walnut ST ,,CARY,NC,27518,(919) 854-7777,2015/04/30 04:00:00+00,Restaurant,13937,-78.74427315,35.75323584,M
1904657,04092110477,CHARLES BUGG CAFETERIA,825 COOPER ST ,,RALEIGH,NC,27610,,2009/02/26 05:00:00+00,Public School Lunchrooms,13928,-78.5865725,35.76647416,M
